ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
96227;Valga Siili Coop Konsumi pakiautomaat;0;EE;Valga maakond;Valga vald;Valga linn;;A. Neulandi tn;;2;;26.036743;57.778822;;;;;;;;;;;2025-01-08T11:58:03.837+02:00
96275;Valjala pakiautomaat;0;EE;Saare maakond;Saaremaa vald;Valjala alevik;;Posti tn;;27;;22.791494;58.409434;;;;;;;;;;;2025-01-08T10:49:58.817+02:00
96263;Varbla pakiautomaat;0;EE;Pärnu maakond;Lääneranna vald;Varbla küla;;;Vallamaja;;;23.753469;58.430154;;;;;;;;;;;2025-01-08T12:10:41.417+02:00
96322;Vastse-Kuuste Coop kaupluse pakiautomaat;0;EE;Põlva maakond;Põlva vald;Vastse-Kuuste alevik;;Kesktänav;;16;;26.932567;58.166303;;;;;;;;;;;2025-01-08T16:31:20.457+02:00
96358;Vastseliina Coop Konsumi pakiautomaat;0;EE;Võru maakond;Võru vald;Vastseliina alevik;;Võidu tn;;21;;27.284066;57.731708;;;;;;;;;;;2025-01-09T15:31:12.213+02:00
96272;Veriora pakiautomaat;0;EE;Põlva maakond;Räpina vald;Veriora alevik;;Räpina mnt;;2;;27.347572;58.004384;;;;;;;;;;;2025-01-08T12:13:07.753+02:00
96341;Veskimöldre Keskuse pakiautomaat;0;EE;Harju maakond;Saue vald;Alliku küla;;Instituudi tee;;132;;24.602127;59.357643;;;;;;;;;;;2025-05-26T12:11:23.297+03:00
96407;Viimsi Grossi pakiautomaat;0;EE;Harju maakond;Viimsi vald;Haabneeme alevik;;Kaluri tee;;3;;24.827899;59.509946;;;;;;;;;;;2025-02-11T09:42:14.177+02:00
96013;Viimsi Kaubanduskeskuse pakiautomaat;0;EE;Harju maakond;Viimsi vald;Haabneeme alevik;;Randvere tee;;6;;24.830353;59.506255;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:16:00.997+02:00
96124;Viimsi Pärnamäe Rimi pakiautomaat;0;EE;Harju maakond;Viimsi vald;Laiaküla;;Lilleoru tee;;4;;24.905474;59.462159;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-04-11T04:00:14.380+03:00
96209;Viimsi Rimi pakiautomaat;0;EE;Harju maakond;Viimsi vald;Haabneeme alevik;;Randvere tee;;9;;24.827405;59.50565;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:52:24.063+02:00
96293;Viiratsi pakiautomaat;0;EE;Viljandi maakond;Viljandi vald;Viiratsi alevik;;Tiigi tn;;4;;25.638808;58.358411;;;;;;;;;;;2025-01-08T10:57:31.133+02:00
96032;Viljandi Bussijaama pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Ilmarise tn;;1;;25.598762;58.369069;;;;;;;;;;;2025-01-21T13:45:50.157+02:00
96070;Viljandi Coop Maksimarketi pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Lääne tn;;2;;25.583602;58.370767;;;;;;;;;;;2025-01-21T13:47:32.780+02:00
96398;Viljandi Kaare Meie kaupluse pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Suur-Kaare tn;;68;;25.576622;58.373658;;;;;;;;;;;2025-01-10T11:06:47.187+02:00
96284;Viljandi Männimäe Maksimarketi pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Puidu tn;;2;;25.579124;58.347918;;;;;;;;;;;2025-01-08T10:53:38.457+02:00
96063;Viljandi Männimäe Selveri pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Riia mnt;;35;;25.583844;58.353149;;;;;;;;;;;2025-01-21T13:46:50.510+02:00
96313;Viljandi Tallinna 60 Maxima X pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Tallinna tn;;60;;25.598342;58.376873;;;;;;;;;;;2025-01-08T16:23:18.200+02:00
96312;Viljandi Vaksali Maxima X pakiautomaat;0;EE;Viljandi maakond;Viljandi linn;;;Vaksali tn;;11b;;25.582792;58.361858;;;;;;;;;;;2025-01-08T15:53:40.420+02:00
96149;Vinni Spordikompleksi pakiautomaat;0;EE;Lääne-Viru maakond;Vinni vald;Vinni alevik;;Sõpruse tn;;16;;26.426515;59.28992;;;;;;;;;;;2025-01-08T10:56:16.973+02:00
96264;Virtsu pakiautomaat;0;EE;Pärnu maakond;Lääneranna vald;Virtsu alevik;;Tallinna mnt;;13;;23.515292;58.572253;;;;;;;;;;;2025-01-08T12:11:19.077+02:00
96329;Viru-Nigula pakiautomaat;0;EE;Lääne-Viru maakond;Viru-Nigula vald;Viru-Nigula alevik;;Kirikaia tn;;2;;26.689319;59.447138;;;;;;;;;;;2025-01-09T15:21:55.253+02:00
91999;Vormsi pakiväljastus;0;EE;Lääne maakond;Vormsi vald;Hullo küla;;;Poe;;;23.243318;58.992369;;;;;;;;;;;2024-03-20T09:00:57.693+02:00
96107;Väike-Maarja Grossi pakiautomaat;0;EE;Lääne-Viru maakond;Väike-Maarja vald;Väike-Maarja alevik;;Pikk tn;;9;;26.252251;59.129914;;;;;;;;;;;2025-01-17T13:30:17.350+02:00
96348;Vändra Coop Konsumi pakiautomaat;0;EE;Pärnu maakond;Põhja-Pärnumaa vald;Vändra alev;;Pärnu-Paide mnt;;21;;25.038198;58.654165;;;;;;;;;;;2025-01-09T15:27:55.507+02:00
96168;Vändra Koidula Coop Konsumi pakiautomaat;0;EE;Pärnu maakond;Põhja-Pärnumaa vald;Vändra alev;;Vana tn;;60;;25.040318;58.65187;;;;;;;;;;;2025-01-08T11:33:53.200+02:00
96350;Värska pakiautomaat;0;EE;Võru maakond;Setomaa vald;Värska alevik;;Pikk tn;;12;;27.633564;57.95787;;;;;;;;;;;2025-01-09T15:28:37.143+02:00
96377;Vääna pakiautomaat;0;EE;Harju maakond;Harku vald;Vääna küla;;Viljapuuaia tee;;1;;24.413534;59.391493;;;;;;;;;;;2025-01-15T12:37:53.313+02:00
96325;Vääna-Jõesuu kauplus Maksis pakiautomaat;0;EE;Harju maakond;Harku vald;Vääna-Jõesuu küla;;;11390 Tallinn-Rannamõisa-Kloogaranna maantee;;;24.367251;59.432923;;;;;;;;;;;2025-01-15T12:31:34.573+02:00
96297;Väätsa pakiautomaat;0;EE;Järva maakond;Türi vald;Väätsa alevik;;Pikk tn;;3;;25.451935;58.890171;;;;;;;;;;;2025-01-08T11:22:23.617+02:00
96246;Võhma Bussijaama pakiautomaat;0;EE;Viljandi maakond;Põhja-Sakala vald;Võhma linn;;Tallinna tn;;17;;25.557505;58.630963;;;;;;;;;;;2025-01-08T12:05:33.083+02:00
96349;Võnnu kultuurimaja pakiautomaat;0;EE;Tartu maakond;Kastre vald;Võnnu alevik;;Tartu tn;;24;;27.047651;58.283765;;;;;;;;;;;2025-01-09T15:28:17.810+02:00
96035;Võru Coop Maksimarketi pakiautomaat;0;EE;Võru maakond;Võru linn;;;Jüri tn;;83;;27.010698;57.835449;;;;;;;;;;;2025-01-17T11:20:45.677+02:00
96064;Võru Maxima XX pakiautomaat;0;EE;Võru maakond;Võru linn;;;Kooli tn;;2;;27.004566;57.847977;;;;;;;;;;;2025-01-17T13:15:36.360+02:00
96314;Võru kesklinna Circle K pakiautomaat;0;EE;Võru maakond;Võru linn;;;Jüri tn;;45;;27.00698;57.842166;;;;;;;;;;;2025-01-08T16:23:37.303+02:00
96298;Võsu pakiautomaat;0;EE;Lääne-Viru maakond;Haljala vald;Võsu alevik;;Mere tn;;63;;25.960492;59.576111;;;;;;;;;;;2025-01-08T11:22:50.847+02:00
96177;Ülenurme Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Kambja vald;Ülenurme alevik;;Võru mnt;;2;;26.721831;58.315165;;;;;;;;;;;2025-01-30T15:06:04.697+02:00
