ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
96069;Tallinna Kolde Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Sõle tn;;27;;24.707627;59.438651;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:40:28.243+03:00
96226;Tallinna Kollase keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Haabersti linnaosa;;Õismäe tee;;107;;24.63769;59.411587;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:42:09.527+03:00
96007;Tallinna Kristiine Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Kristiine linnaosa;;Endla tn;;45;;24.725468;59.425773;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:14:29.720+02:00
96162;Tallinna Kärberi Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;K. Kärberi tn;;20;;24.88232;59.445338;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:31:56.693+02:00
96041;Tallinna Lasnamäe Centrumi pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Mustakivi tee;;13;;24.865373;59.440997;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:22:21.133+02:00
96066;Tallinna Lasnamäe Prisma pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Mustakivi tee;;17;;24.863035;59.442965;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T13:16:03.807+02:00
96180;Tallinna Lastekodu Grossi pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Lastekodu tn;;14;;24.768273;59.430299;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:38:13.793+02:00
96116;Tallinna Linnamäe Maxima XXX pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Linnamäe tee;;57;;24.880353;59.450026;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T13:46:41.980+02:00
96410;Tallinna Luha 17 pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Luha tn;;17;;24.735792;59.425399;;;;;;;;;;;2025-05-19T04:00:14.727+03:00
96173;Tallinna Läänemere Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Läänemere tee;;28;;24.874099;59.452606;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:35:54.987+02:00
96086;Tallinna Magdaleena pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Pärnu mnt;;106;;24.739149;59.414992;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:43:15.807+03:00
96056;Tallinna Magistrali Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;Sõpruse pst;;201;;24.697046;59.401372;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:12:56.850+03:00
96098;Tallinna Marienthali keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Kristiine linnaosa;;Mustamäe tee;;16;;24.697158;59.422699;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:13:49.137+03:00
96129;Tallinna Merimetsa Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Paldiski mnt;;56;;24.697194;59.430016;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:45:03.917+03:00
96010;Tallinna Mustakivi Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Mahtra tn;;1;;24.874044;59.442406;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:15:33.780+02:00
96141;Tallinna Mustamäe Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;A. H. Tammsaare tee;;104a;;24.689152;59.408292;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-28T04:00:14.350+03:00
96115;Tallinna Mustika Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;Karjavälja tn;;4;;24.682702;59.41028;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:15:15.753+03:00
96380;Tallinna Mähe Grossi pakiautomaat;0;EE;Harju maakond;Tallinn;Pirita linnaosa;;Randvere tee;;115;;24.879067;59.490945;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-09T16:20:52.590+02:00
96236;Tallinna Männiku Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Männiku tee;;100;;24.716356;59.371964;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:48:34.293+03:00
96174;Tallinna Nautica Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Ahtri tn;;9;;24.762318;59.440763;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:36:08.560+02:00
96004;Tallinna Nurmenuku pakiautomaat;0;EE;Harju maakond;Tallinn;Haabersti linnaosa;;Ehitajate tee;;107;;24.654758;59.414396;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:50:36.000+03:00
96327;Tallinna Nõmme tee 23 Maxima X pakiautomaat;0;EE;Harju maakond;Tallinn;Kristiine linnaosa;;Nõmme tee;;23;;24.72136;59.417796;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:19:49.257+03:00
96101;Tallinna Nõmme turu pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Turu plats;;8;;24.683427;59.388861;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:22:25.657+03:00
96193;Tallinna Paasiku Grossi pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Paasiku tn;;2a;;24.844889;59.448618;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:44:52.557+02:00
96131;Tallinna Paepargi Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Paepargi tn;;57;;24.811635;59.43516;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T13:49:41.187+02:00
96146;Tallinna Pallasti pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Pallasti tn;;28;;24.79225;59.430188;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T10:52:38.280+02:00
96017;Tallinna Pelgulinna Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Sõle tn;;51;;24.700754;59.444612;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:23:54.530+03:00
96205;Tallinna Pirita Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Pirita linnaosa;;Merivälja tee;;24;;24.835133;59.468486;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:51:02.783+02:00
96012;Tallinna Pirita Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Pirita linnaosa;;Rummu tee;;4;;24.827687;59.462298;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:15:48.063+02:00
96083;Tallinna Punane 50 pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Punane tn;;50;;24.844177;59.435681;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:35:21.657+02:00
96304;Tallinna Pärnu mnt 390b Maxima X pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Pärnu mnt;;390;;24.659253;59.380379;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:25:20.760+03:00
96008;Tallinna Pääsküla RIMI pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Pärnu mnt;;453e;;24.630545;59.360991;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:27:58.537+03:00
96181;Tallinna Põhja pst Neste pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Põhja pst;;17a;;24.743526;59.444468;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:38:28.757+02:00
96373;Tallinna Rannamõisa Lidl pakiautomaat;0;EE;Harju maakond;Tallinn;Haabersti linnaosa;;Rannamõisa tee;;12a;;24.610681;59.430798;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:54:51.797+03:00
96084;Tallinna Raudalu Coop Konsumi pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Viljandi mnt;;41a;;24.759516;59.366249;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:56:01.077+03:00
96005;Tallinna Rocca al Mare pakiautomaat;0;EE;Harju maakond;Tallinn;Haabersti linnaosa;;Paldiski mnt;;102;;24.653359;59.426429;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:14:01.257+02:00
96009;Tallinna Sikupilli pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Tartu mnt;;87b;;24.785391;59.425876;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:15:10.797+02:00
96080;Tallinna Smuuli Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;J. Smuuli tee;;9;;24.822486;59.443633;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:20:06.133+02:00
96406;Tallinna Solaris Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Estonia pst;;9;;24.750785;59.43386;;;;;;;;;;;2025-05-26T11:57:13.780+03:00
96057;Tallinna Stockmanni pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Liivalaia tn;;53;;24.76118;59.4317;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T11:58:23.450+03:00
96154;Tallinna Stroomi Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Tuulemaa tn;;20;;24.692322;59.446947;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:33:44.143+03:00
96014;Tallinna Sõpruse Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Kristiine linnaosa;;Sõpruse pst;;174;;24.707578;59.414724;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:39:06.983+03:00
96306;Tallinna Sõpruse pst 171 Maxima X pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;Sõpruse pst;;171;;24.704124;59.407356;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:38:02.503+03:00
96175;Tallinna Sütiste Maxima X pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;J. Sütiste tee;;28;;24.690921;59.397717;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:00:39.913+03:00
96323;Tallinna T1 Keskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Peterburi tee;;2;;24.796426;59.424749;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T16:31:38.750+02:00
96372;Tallinna Talleke ja Pullike pakiautomaat;0;EE;Harju maakond;Tallinn;Haabersti linnaosa;;Kakumäe tee;;42;;24.594272;59.443224;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-09T16:17:23.713+02:00
96404;Tallinna Taltech pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;Akadeemia tee;;5a;;24.668283;59.396694;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:01:55.623+03:00
96305;Tallinna Tammsaare Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;A. H. Tammsaare tee;;133;;24.675657;59.408964;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:02:55.170+03:00
96214;Tallinna Tammsaare Ärikeskuse pakiautomaat;0;EE;Harju maakond;Tallinn;Kristiine linnaosa;;A. H. Tammsaare tee;;47;;24.716312;59.401454;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:05:31.997+03:00
96347;Tallinna Tatari 51 pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Tatari tn;;51;;24.747485;59.424676;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:42:06.550+03:00
96240;Tallinna Tatari Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Tatari tn;;64;;24.744329;59.42523;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:43:22.793+03:00
96058;Tallinna Telliskivi Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Telliskivi tn;;61;;24.73023;59.441534;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:44:49.743+03:00
96006;Tallinna Tondi Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Kristiine linnaosa;;A. H. Tammsaare tee;;62;;24.714367;59.403079;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:46:03.760+03:00
96194;Tallinna Tondiraba Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Tondiraba tn;;7;;24.855714;59.450831;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:45:09.140+02:00
96038;Tallinna Torupilli Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Vesivärava tn;;37;;24.780674;59.432211;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:07:27.350+03:00
96302;Tallinna Tähesaju Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Tähesaju tee;;1;;24.850299;59.44176;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T15:19:22.317+02:00
96185;Tallinna Tööstuse Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Põhja-Tallinna linnaosa;;Tööstuse tn;;101;;24.704878;59.453357;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:47:50.567+03:00
96145;Tallinna Valdeku Maxima X pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Valdeku tn;;114;;24.712072;59.376315;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:08:28.353+03:00
96132;Tallinna Valdeku Selver ABC pakiautomaat;0;EE;Harju maakond;Tallinn;Nõmme linnaosa;;Vabaduse pst;;54b;;24.70096;59.381385;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-22T12:50:45.017+03:00
96215;Tallinna Vikerlase Rimi pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Vikerlase tn;;19;;24.843896;59.439263;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:54:08.377+02:00
96143;Tallinna Vilde tee Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Mustamäe linnaosa;;E. Vilde tee;;75;;24.686321;59.402791;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:09:40.887+03:00
96104;Tallinna Viru Keskuse bussiterminali pakiautomaat;0;EE;Harju maakond;Tallinn;Kesklinna linnaosa;;Viru väljak;;4;;24.756196;59.436135;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T11:43:22.787+02:00
96103;Tallinna Õismäe Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Haabersti linnaosa;;Õismäe tee;;46;;24.6476;59.411406;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-05-26T12:10:29.993+03:00
96208;Tallinna Ülemiste City Selveri pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Sepapaja tn;;2;;24.802435;59.421651;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-08T11:52:07.510+02:00
96059;Tallinna Ümera Maxima XX pakiautomaat;0;EE;Harju maakond;Tallinn;Lasnamäe linnaosa;;Laagna tee;;80;;24.888873;59.444363;;;;;;;Accepts same-day deliveries from Tallinn;;;;2025-01-17T13:12:53.167+02:00
96252;Tammiste Coop Konsumi pakiautomaat;0;EE;Pärnu maakond;Tori vald;Tammiste küla;;Kellukese tee;;2;;24.607759;58.388933;;;;;;;;;;;2025-01-08T12:07:11.837+02:00
96120;Tamsalu Grossi pakiautomaat;0;EE;Lääne-Viru maakond;Tapa vald;Tamsalu linn;;Tehnika tn;;24;;26.112495;59.162278;;;;;;;;;;;2025-01-17T13:47:57.357+02:00
96092;Tapa Grossi pakiautomaat;0;EE;Lääne-Viru maakond;Tapa vald;Tapa linn;;Jaama tn;;1;;25.963418;59.264462;;;;;;;;;;;2025-01-17T11:39:19.567+02:00
96308;Tapa Maxima X pakiautomaat;0;EE;Lääne-Viru maakond;Tapa vald;Tapa linn;;Pikk tn;;33;;25.967518;59.25925;;;;;;;;;;;2025-01-08T15:50:14.377+02:00
96310;Tartu Aardla Selveri pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Võru tn;;77;;26.72061;58.357237;;;;;;;;;;;2025-01-08T15:50:48.887+02:00
96319;Tartu Anne 40 Maxima X pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Anne tn;;40;;26.750278;58.378618;;;;;;;;;;;2025-01-08T16:29:24.927+02:00
96126;Tartu Anne Selveri pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Kalda tee;;43;;26.767025;58.368377;;;;;;;;;;;2025-04-14T11:32:34.583+03:00
96376;Tartu Annelinna Prisma pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Nõlvaku tn;;2;;26.780246;58.376121;;;;;;;;;;;2025-01-09T16:18:08.203+02:00
96020;Tartu Eedeni pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Kalda tee;;1c;;26.74993;58.373779;;;;;;;;;;;2025-01-17T11:18:03.683+02:00
96241;Tartu Ilmatsalu Maxima X pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Ilmatsalu tn;;11;;26.685312;58.378157;;;;;;;;;;;2025-01-08T12:04:31.943+02:00
96213;Tartu Jaamamõisa Selveri pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Jaama tn;;74;;26.7518;58.381764;;;;;;;;;;;2025-01-08T11:53:37.923+02:00
96402;Tartu Kalda tee Lidl pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Kalda tee;;29;;26.766449;58.369821;;;;;;;;;;;2025-02-11T09:40:58.557+02:00
96187;Tartu Karete Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Jalaka tn;;34;;26.723677;58.349963;;;;;;;;;;;2025-01-08T11:43:05.253+02:00
96061;Tartu Kesklinna Keskuse pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Küüni tn;;7;;26.724674;58.37778;;;;;;;;;;;2025-01-17T13:13:21.210+02:00
96068;Tartu Kivilinna Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Jaama tn;;173;;26.764677;58.379741;;;;;;;;;;;2025-01-17T13:16:30.427+02:00
96165;Tartu Kvartali Keskuse pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Riia tn;;2;;26.728617;58.377425;;;;;;;;;;;2025-01-08T11:32:52.707+02:00
96336;Tartu Kvissentali Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Aruküla tee;;5;;26.709397;58.401681;;;;;;;;;;;2025-01-30T15:06:57.757+02:00
96074;Tartu Lembitu Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Lembitu tn;;2;;26.710051;58.369884;;;;;;;;;;;2025-01-17T11:14:31.397+02:00
96019;Tartu Lõunakeskuse pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Lääneringtee;;39;;26.677575;58.357881;;;;;;;;;;;2025-01-17T11:17:52.093+02:00
96384;Tartu Maarjamõisa Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Ravila tn;;14d;;26.690013;58.369432;;;;;;;;;;;2025-01-09T16:22:06.587+02:00
96127;Tartu Raadi Maxima XX pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Narva mnt;;112;;26.730046;58.392111;;;;;;;;;;;2025-01-17T13:49:55.447+02:00
96409;Tartu Raadi Selveri pakiautomaat;0;EE;Tartu maakond;Tartu vald;Raadi alev;;Nõlvakaare tn;;4;;26.75062;58.408581;;;;;;;;;;;2025-05-16T04:00:14.480+03:00
96357;Tartu Raadimõisa Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu vald;Raadi alev;;Kaupmehe tn;;2;;26.741438;58.402732;;;;;;;;;;;2025-01-30T15:07:21.350+02:00
96087;Tartu Rebase Rimi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Rebase tn;;10;;26.739598;58.368418;;;;;;;;;;;2025-01-17T11:36:59.760+02:00
96088;Tartu Ringtee Selveri pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Aardla tn;;114;;26.68651;58.353271;;;;;;;;;;;2025-01-30T11:15:23.337+02:00
96279;Tartu Ringtee postkontori pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Võru tn;;167;;26.713438;58.344923;;;;;;;;;;;2025-04-22T16:12:17.280+03:00
96136;Tartu Saare Maxima X pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Anne tn;;57;;26.756303;58.374869;;;;;;;;;;;2025-01-17T13:48:50.950+02:00
96021;Tartu Sõbrakeskuse pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Võru tn;;55f;;26.719352;58.364613;;;;;;;;;;;2025-01-17T11:18:15.863+02:00
96039;Tartu Tasku keskuse pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Turu tn;;2;;26.731127;58.377805;;;;;;;;;;;2025-01-17T11:21:39.763+02:00
96321;Tartu Tuglase Rimi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;F. Tuglase tn;;19;;26.691803;58.384963;;;;;;;;;;;2025-01-08T16:30:04.680+02:00
96403;Tartu Turu Lidl pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Turu tn;;25;;26.73787;58.372188;;;;;;;;;;;2025-05-02T10:22:38.050+03:00
96356;Tartu Tähe Rimi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Tähe tn;;19;;26.72704;58.370487;;;;;;;;;;;2025-01-09T15:30:38.547+02:00
96022;Tartu Ujula Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Ujula tn;;2;;26.724305;58.386338;;;;;;;;;;;2025-01-17T11:18:34.823+02:00
96309;Tartu Vahi Selveri pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Vahi tn;;62;;26.720714;58.401578;;;;;;;;;;;2025-01-30T15:06:47.450+02:00
96060;Tartu Veeriku Selveri pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;Vitamiini tn;;1;;26.696707;58.376665;;;;;;;;;;;2025-01-17T13:13:08.877+02:00
96335;Tartu Ülikooli Kliinikumi pakiautomaat;0;EE;Tartu maakond;Tartu linn;Tartu linn;;L. Puusepa tn;;8;;26.701018;58.370012;;;;;;;;;;;2025-01-09T15:23:41.407+02:00
96371;Tilsi pakiautomaat;0;EE;Põlva maakond;Põlva vald;Tilsi küla;;;Külakeskuse;;;27.000463;57.970278;;;;;;;;;;;2025-01-09T16:17:08.177+02:00
96345;Tiskre Prisma pakiautomaat;0;EE;Harju maakond;Harku vald;Tiskre küla;;Liiva tee;;59;;24.56285;59.431678;;;;;;;;;;;2025-05-22T12:55:03.903+03:00
96299;Toila Meie kaupluse pakiautomaat;0;EE;Ida-Viru maakond;Toila vald;Toila alevik;;Pikk tn;;18a;;27.51132;59.418652;;;;;;;;;;;2025-04-03T12:08:26.267+03:00
96339;Tootsi Bussijaama pakiautomaat;0;EE;Pärnu maakond;Põhja-Pärnumaa vald;Tootsi alev;;Kesk tn;;8;;24.785904;58.586405;;;;;;;;;;;2025-02-28T14:29:24.700+02:00
96253;Tori pakiautomaat;0;EE;Pärnu maakond;Tori vald;Tori alevik;;Pärnu mnt;;21;;24.806484;58.478425;;;;;;;;;;;2025-01-08T12:07:35.640+02:00
96121;Torma Coop kaupluse pakiautomaat;0;EE;Jõgeva maakond;Jõgeva vald;Torma alevik;;Kesk tn;;1a;;26.739472;58.819233;;;;;;;;;;;2025-01-17T13:48:13.717+02:00
96296;Tsirguliina pakiautomaat;0;EE;Valga maakond;Valga vald;Tsirguliina alevik;;Nooruse tn;;1;;26.191459;57.864481;;;;;;;;;;;2025-01-08T11:21:51.080+02:00
96369;Tsooru pakiautomaat;0;EE;Võru maakond;Antsla vald;Tsooru küla;;;Tsooru rahvamaja;;;26.649236;57.743043;;;;;;;;;;;2025-01-09T16:16:35.683+02:00
96223;Turba kaupluse pakiautomaat;0;EE;Harju maakond;Saue vald;Turba alevik;;Jaama tee;;8;;24.236498;59.08076;;;;;;;;;;;2025-01-08T11:56:22.717+02:00
96053;Tõrva Tikste Coop pakiautomaat;0;EE;Valga maakond;Tõrva vald;Tõrva linn;;Viljandi tn;;28;;25.914401;58.006153;;;;;;;;;;;2025-01-17T13:11:18.287+02:00
96178;Tõrvandi Coop Konsumi pakiautomaat;0;EE;Tartu maakond;Kambja vald;Tõrvandi alevik;;Müürsepa tn;;1;;26.710412;58.32299;;;;;;;;;;;2025-01-30T15:05:53.797+02:00
96269;Tõstamaa pakiautomaat;0;EE;Pärnu maakond;Pärnu linn;Tõstamaa alevik;;Varbla mnt;;2;;23.994145;58.334591;;;;;;;;;;;2025-01-08T12:12:30.717+02:00
96052;Türi Maxima X pakiautomaat;0;EE;Järva maakond;Türi vald;Türi linn;;Viljandi tn;;10;;25.427857;58.806201;;;;;;;;;;;2025-01-17T13:11:04.277+02:00
96333;Uhtna kaupluse pakiautomaat;0;EE;Lääne-Viru maakond;Rakvere vald;Uhtna alevik;;Mõisa tn;;1;;26.566442;59.394385;;;;;;;;;;;2025-01-09T15:23:02.487+02:00
96164;Uuemõisa Coop Konsumi pakiautomaat;0;EE;Lääne maakond;Haapsalu linn;Uuemõisa alevik;;Tallinna mnt;;84;;23.582103;58.940535;;;;;;;;;;;2025-01-08T11:32:30.453+02:00
96244;Vaida Coop kaupluse pakiautomaat;0;EE;Harju maakond;Rae vald;Vaida alevik;;Vana-Vaida tee;;3;;24.976579;59.285559;;;;;;;;;;;2025-05-26T12:16:10.697+03:00
96392;Valga Kungla Coop Konsumi pakiautomaat;0;EE;Valga maakond;Valga vald;Valga linn;;Kungla tn;;37b;;26.054757;57.779094;;;;;;;;;;;2025-01-09T16:24:26.127+02:00
96042;Valga Maxima XX pakiautomaat;0;EE;Valga maakond;Valga vald;Valga linn;;Jaama pst;;2b;;26.04414;57.774392;;;;;;;;;;;2025-01-17T11:22:34.517+02:00
